district_id_normalized,Competitive_Intensity
DST_0001,0.9888653555884716
DST_0036,0.9862853881293414
DST_0065,0.9285086640047453
DST_0003,0.9177204330228245
DST_0151,0.9017195216743336
DST_0184,0.80899885818029
DST_0207,0.775953156781599
DST_0002,0.7357444867441238
DST_0106,0.7155029352408308
DST_0100,0.6187544370552858
DST_0152,0.5828851065946407
DST_0188,0.5372231074871209
DST_0066,0.5145353624900609
DST_0297,0.5055777677033024
DST_0116,0.5037010999914913
DST_0113,0.49933366110157085
DST_0330,0.49875534887067785
DST_0009,0.4935327412432442
DST_0038,0.4861374395062832
DST_0273,0.4771732607111037
DST_0299,0.47475673115631095
DST_0272,0.4743036432824832
DST_0243,0.47389453645456914
DST_0241,0.4673483517881132
DST_0213,0.4340693306082664
DST_0007,0.4062608667803066
DST_0154,0.39013689516651573
DST_0153,0.3863688685624681
DST_0329,0.38318001228599724
DST_0069,0.379218004634219
DST_0039,0.37894285343982115
DST_0192,0.3771504271953997
DST_0271,0.37337336966308365
DST_0068,0.37156632675498535
DST_0008,0.3659614514020981
DST_0246,0.36221748596964803
DST_0244,0.3582557924612966
DST_0301,0.3540945601393777
DST_0040,0.3538417164739132
DST_0185,0.34896762348914784
DST_0004,0.33921994069230166
DST_0211,0.33469995934766483
DST_0239,0.30805801351037465
DST_0117,0.30522948735640487
DST_0006,0.3016051923273256
DST_0186,0.29583486119173663
DST_0112,0.2948273119209751
DST_0194,0.2925835483254413
DST_0094,0.29219381759096474
DST_0111,0.28978238626848246
DST_0105,0.2876186660700081
DST_0187,0.2865369419424447
DST_0193,0.28438198394409614
DST_0191,0.28176146786883904
DST_0114,0.28158315986362137
DST_0328,0.28097606472193776
DST_0115,0.28029401071842763
DST_0127,0.2802030870428937
DST_0240,0.27939476539800406
DST_0108,0.276515441131603
DST_0067,0.27573738951095705
DST_0104,0.2757205540903148
DST_0011,0.2756942735358797
DST_0196,0.27545635245372807
DST_0109,0.27539202470400437
DST_0189,0.2750418104746011
DST_0336,0.27489455379984273
DST_0122,0.2741404319456685
DST_0331,0.272478799567853
DST_0071,0.27112257151104957
DST_0123,0.2707711494105509
DST_0119,0.2700386604725345
DST_0195,0.2699900914495045
DST_0298,0.2698949122731026
DST_0139,0.2697964486704616
DST_0014,0.2697838688168848
DST_0144,0.269495828675464
DST_0208,0.2693801823004621
DST_0141,0.2692974906626809
DST_0148,0.26912346514664554
DST_0157,0.26865975215084303
DST_0121,0.2686416945243494
DST_0010,0.26848524127661966
DST_0327,0.26834868008259977
DST_0149,0.2681356232581163
DST_0130,0.2676584092314968
DST_0133,0.26685561192727303
DST_0204,0.2663124088228247
DST_0120,0.26553572955636195
DST_0005,0.2652479871574064
DST_0150,0.26481798867281603
DST_0107,0.2648030110755644
DST_0332,0.2647642084694496
DST_0020,0.2647267682664833
DST_0155,0.2642204458663369
DST_0146,0.26406890717904513
DST_0277,0.263657524933001
DST_0021,0.2634185056979543
DST_0095,0.263276927096137
DST_0125,0.2629418177180075
DST_0280,0.262559813486421
DST_0044,0.26230474952148414
DST_0142,0.2617845445570307
DST_0041,0.2616301928439942
DST_0098,0.26154528378023545
DST_0282,0.26151392154626085
DST_0128,0.26106888267401235
DST_0242,0.26105514573127686
DST_0134,0.2609749231325587
DST_0073,0.26097316317121405
DST_0089,0.26092948673466115
DST_0304,0.26087327336709965
DST_0275,0.2605913974362165
DST_0279,0.26020687623209976
DST_0132,0.2599024589337068
DST_0013,0.2594518790575991
DST_0012,0.2593391498158846
DST_0156,0.25908439990163823
DST_0190,0.25882703466137247
DST_0025,0.2588035841382657
DST_0222,0.2587952830855184
DST_0101,0.25872268480691624
DST_0074,0.2585747820445229
DST_0334,0.2583983938327633
DST_0247,0.2583692280276726
DST_0072,0.2583607703895526
DST_0248,0.2582703099068875
DST_0171,0.2578199063762351
DST_0140,0.2578131808190952
DST_0181,0.2574552200770037
DST_0023,0.25685037192176974
DST_0046,0.25670934883821184
DST_0274,0.2566454931097598
DST_0078,0.2565632071746359
DST_0167,0.2565407240924565
DST_0048,0.25647993611424663
DST_0209,0.2564166954955819
DST_0166,0.2563443742209454
DST_0250,0.25626534739838214
DST_0300,0.2561503505419221
DST_0110,0.25607580301090027
DST_0323,0.25600519979382497
DST_0077,0.25597148839068695
DST_0201,0.25586507367178896
DST_0311,0.2557270895938083
DST_0015,0.25550612920902394
DST_0033,0.2554245241174923
DST_0333,0.25535373470186223
DST_0016,0.25533457433249607
DST_0163,0.2551972278203648
DST_0302,0.25512494199552926
DST_0251,0.25463655382636
DST_0326,0.2545093454572309
DST_0335,0.2542691309028137
DST_0284,0.25414029506939584
DST_0045,0.254102479171156
DST_0024,0.254002229152589
DST_0312,0.2538949593669806
DST_0058,0.2534625030032875
DST_0028,0.2533960647807768
DST_0075,0.2533357122320133
DST_0131,0.2531289225760162
DST_0255,0.2530474496722122
DST_0145,0.2529295098297142
DST_0135,0.25288991968696084
DST_0097,0.25277522075660447
DST_0147,0.2526553046338333
DST_0224,0.25263687127352047
DST_0162,0.25263221976962347
DST_0017,0.2525952895509262
DST_0318,0.25256949400794293
DST_0285,0.252529867294053
DST_0165,0.25249620204395007
DST_0266,0.25244842875734314
DST_0316,0.2523304197951541
DST_0292,0.2522192638543034
DST_0257,0.25205095035302055
DST_0103,0.2520208667164903
DST_0090,0.25185914467453063
DST_0168,0.2517006306524072
DST_0060,0.2516796757624443
DST_0290,0.25157545923019076
DST_0159,0.2515215533637477
DST_0169,0.2513845927974362
DST_0283,0.2513231913864799
DST_0049,0.2511594970282823
DST_0306,0.25099815139010084
DST_0256,0.2509548570622823
DST_0262,0.25095450522246604
DST_0035,0.25090450956780985
DST_0092,0.25086558527181474
DST_0200,0.25086220797005737
DST_0263,0.2508208327728352
DST_0027,0.25081127713465634
DST_0052,0.25079714034102657
DST_0099,0.25079652661554946
DST_0096,0.2507225431953694
DST_0337,0.25064598962798157
DST_0054,0.250645214050072
DST_0249,0.2505766977826599
DST_0179,0.25050401902513325
DST_0252,0.2504527061903531
DST_0118,0.25042808310670794
DST_0265,0.25028889480593175
DST_0199,0.25018500603419525
DST_0070,0.25005852987007005
DST_0137,0.2499691297322654
DST_0093,0.2497702639917425
DST_0160,0.2497476579750169
DST_0288,0.24966934081333497
DST_0228,0.24963475553177158
DST_0124,0.24957272387506674
DST_0320,0.24953312605471495
DST_0267,0.24938585718580414
DST_0087,0.2493047399803799
DST_0050,0.24928555350801002
DST_0270,0.24920044176753514
DST_0082,0.24907274637917518
DST_0197,0.24901082608315178
DST_0276,0.248953556048588
DST_0259,0.24889873657772857
DST_0310,0.2488186869792714
DST_0180,0.24880226161078625
DST_0291,0.24878461314205733
DST_0030,0.2485368969115548
DST_0253,0.24852113175128246
DST_0088,0.24837991407657262
DST_0042,0.2482944311067908
DST_0206,0.24821684919440012
DST_0286,0.24818101154652566
DST_0303,0.24817783516490466
DST_0057,0.2481412310956644
DST_0281,0.247931817868612
DST_0245,0.24789059334683708
DST_0138,0.24787875728898992
DST_0047,0.24772355383902472
DST_0081,0.24767527261603078
DST_0214,0.24739459729467145
DST_0305,0.24735367740966646
